title,image,product_link,sku:,upc:,project_type:,skill:,difficulty:,info,description,review_count,star_rating,occasion:,season:,theme:,fiber_content:,yarn_weight:,thread_size:
Willow Yarns Cedar Shade Beanie Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/willow-yarns-cedar-shade-beanie-free-download/,F01628,,Hat,Knit,Intermediate,F01628  Hat Knit Intermediate,"Rippled waves in soft shades of Willow Yarns Meadow yarn add a modern look to this classic knit beanie. The intermediate knit design alternates a gradient of greens with a neutral tone and a hint of soft blue for a geometric design inspired by snow-covered evergreen trees. The lightweight knit hat makes a great gift for family and friends, but you might want to stitch one up for yourself! Skill Level: Intermediate Size: Circumference: 21"" (53cm) Height: 10"" (25cm) Materials: Willow Yarns™ Meadow • Pines—1 ball • Leaf—1 ball • Wheat—1 ball • Brush—1 ball • Spruce—1 ball • Clover—1 ball Needles: • US size 8 (5mm) 16"" circular needle or size needed to obtain gauge • US size 8 (5mm) dpn or size needed to obtain gauge • US size 6 (4mm) 16"" circular needle or size needed to obtain gauge Extras: Yarn needle, stitch markers",0,0,,,,,,
Department 71 Celestial Holiday Stockings Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/department-71-celestial-holiday-stockings-free-download/,F01627,,Christmas,Crochet,Easy,F01627  Christmas Crochet Easy,"Greet Santa with a pair of sparkly striped stockings. This easy crochet pattern pairs a silver base with rich jewel tones for a simple yet chic design that shimmers from the metallic thread spun into Department 71 Glitzy Glam yarn. Stitch the pair as shown, or switch up the stripe colors to create a custom stocking for each family member. Skill Level: Easy Size: 7 x 16"" (17.8 x 41cm) Materials: Department 71 Glitzy Glam yarn • 0002 Chrome—3 balls • 0003 Grape Gleam—1 ball • 0004 Sapphire—1 ball Hook: US size F-5 (3.75mm) crochet hook or size needed to obtain gauge Extras: Yarn needle, locking stitch markers",0,0,,,,,,
Herrschners Noel Charm Ornaments Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/herrschners-noel-charm-ornaments-free-download/,F01626,,,,,F01626  Polyester 4 - Medium,"Trim your tree with geometric baubles! These fun and easy crochet ornament designs stitch up quickly in Department 71 Holiday Lights yarn, adding a hint of shimmer to your Christmas tree. The faceted tree trimmers can be stitched in the classic Christmas colors shown, or you can switch it up for a look entirely your own! Skill Level: Easy Size: Approx 4½"" (11.4cm) dia. Materials: Department 71 Holiday Lights • 0002 Poinsettia—1 ball • 0003 Christmas Trees—1 ball • 0001 Snowball—1 ball Hook: US size I-9 (5.5mm) crochet hook or size needed to obtain gauge Extras: Yarn needle",2,5,,,,Polyester,4 - Medium,
Village Yarn Clean Sweep Dishcloths Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/village-yarn-clean-sweep-dishcloths-free-download/,F01625,,Dishcloth,Crochet,Easy,F01625  Dishcloth Crochet Easy,"Clean up your kitchen with a splash of color and a burst of scrubbing power! This set of six easy crochet dishcloths feature a textured double crochet pattern that adds a subtle lacy look to the finished designs. The set is stitched in Village Yarn Twisty Scrub yarn, a cotton-blend yarn enhanced with scrub fibers to boost the cleaning power of the multicolor yarn. Skill Level: Easy Size: 10 x 10"" (25 x 25cm) Materials: Village Yarn Twisty Scrub • 2001 White Sands—1 ball • 2002 Strawberry Swirl—1 ball • 2003 Cobalt Craze—1 ball • 2005 Sunset Sorbet—1 ball • 2006 Caribbean Crush—1 ball • 2007 Indigo Delight—1 ball Hook: US size H-8 (5mm) crochet hook or size needed to obtain gauge Extras: Yarn needle",4,5,,,,,,
Lighthouse Misty Mocha Mitts Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/lighthouse-misty-mocha-mitts-free-download/,F01624,,Mittens,Knit,Intermediate,F01624  Mittens Knit Intermediate,"Keep cozy when the weather turns chilly with these fingerless mitts.  The intermediate knit pattern is stitched in Lighthouse Wildflowers yarn, a lightweight wool/acrylic blend that’s perfect for year-round wear—great for chilly offices! Stitch the pair in the neutral tone shone for a versatile look you can wear every day, or choose another subtly variegated colorway for a more playful look. Skill Level: Intermediate Size: Circumference: 8"" (20.3cm) Length: 8½"" (21.6cm) Materials: Lighthouse Wildflowers • 0001 Trillium—2 balls Needles: US size 5 (3.75mm) dpn or size needed to obtain gauge Extras: Yarn needle, stitch markers",0,0,,,,,,
Herrschners Sunshine & Snuggles Blanket Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/herrschners-sunshine-snuggles-blanket-free-download/,F01616,,Blanket,Crochet,Intermediate,F01616  Baby Blanket Crochet Intermediate,"Stitch up some sunshine for your little one! This intermediate crochet baby blanket is stitched in Herrschners Worsted 8 Baby Sparkle yarn, giving the lacy blanket a subtle shimmer for magical trips to dreamland. You can stitch the lacy design in the sunny yellow color shown, or pick up another shade to coordinate the blanket to baby’s nursery. Skill Level: Intermediate Size: 30 x 38"" (76 x 97cm) Materials: Herrschners Worsted 8 Baby Sparkle yarn • 1009 Dandelion—3 balls Hook: US size H-8 (5mm) crochet hook or size needed to obtain gauge Extras: Yarn needle",4,5,,,Baby,,,
Nob Hill Ruffled Whimsy Pillows Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/nob-hill-ruffled-whimsy-pillows-free-download/,F01623,,Pillow,Crochet,Easy,F01623  Pillow Crochet Easy,"Create a cozy and colorful sitting area with these fun ruffled pillows! Stitched in the heathered tones of Nob Hill Modern Marl yarn, this quick and easy crochet pillow pattern stitches up quickly in any color you choose to match your décor. The simple pattern is stitched flat in two panels, then seamed together around a pillow form before adding a ruffled edge, making the pillow easy enough for beginning stitchers to create chic home décor. Skill Level: Easy Size: 12 x 12"" (30 x 30cm) Materials: Nob Hill Modern Marl yarn • 1004 Grove—2 balls • 1006 Lagoon—2 balls • 1003 Adobe—2 balls Hook: US size I-9 (5.5mm) crochet hook or size needed to obtain gauge Extras: Yarn needle, tapestry needle, three 12 x 12"" (30 x 30cm) pillow forms, locking stitch markers or pins",3,5,,,,,,
Herrschners Wine & Roses Cowl Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/herrschners-wine-roses-cowl-free-download/,F01622,,Cowl,Knit,Easy,F01622  Cowl Knit Easy,"This simply stunning cowl is surprisingly simple to stitch! The easy knit pattern pairs two shades of Herrschners Worsted Supreme yarn with basic stitches to create a sophisticated geometric pattern that’s easy enough for beginners! Chose the rich berry shades shown, or switch it up to customize the cowl to your favorite colors. Skill Level: Easy Size: 8 x 48"" (20.3 x 122cm) Materials: Herrschners Supreme Worsted • 0018 Royal Purple—2 balls • 0004 Geranium—2 balls Needles: • US size 6 (4mm) 40"" circular needle or size needed to obtain gauge • US size 4 (3.5mm) 40"" circular needle Extras: Yarn needle",4,5,,,,,,
Herrschners Charming Clutch Pair Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/herrschners-charming-clutch-pair-free-download/,F01621,,Fashion Accessories & Novelties,Crochet,Easy,F01621  Fashion Accessories & Novelties Crochet Easy,"Coordinating your look is easy with this cute crochet clutch pattern! Shown in two different colorways of Herrschners Cottage Cotton yarn, this easy crochet clutch pattern stitches up quickly, making it perfect for a last-minute gift for a friend—or yourself! Stitch it in the colors shown, or pick a different shade to match your favorite outfit. Skill Level: Easy Size: 12 x 5"" (30 x 12.7cm) Materials: Herrschners Cottage Cotton yarn • 0018 Twilight Teal—2 balls • 0020 Fired Clay—2 balls Hook: US size H-8 (5mm) crochet hook or size needed to obtain gauge Extras: Yarn needle, matching sewing thread, two 12mm buttons of choice.",2,5,,,,,,
Herrschners Pumpkin Pail Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/herrschners-pumpkin-pail-free-download/,F01620,,Home Décor,Knit,Intermediate,F01620  Fall Autumn Home Décor Knit Intermediate,"Pretty and practical, this upscale pumpkin pail is perfect for fall decorating. The intermediate knit design is worked in the round with a series of textured cable stitches topped off with a handle and knit leaves for a whimsical yet sophisticated autumn accent. The heathered shades of Herrschners Worsted 8 Heathers yarn create a rustic yet refined look perfect for fall decorating. Skill Level: Intermediate Size: 6 x 8"" (15.2 x 20.3cm) Materials: Herrschners Worsted 8 Heathers • Saffron—1 ball • Tree Line—1 ball Needles: • US size 7 (4.5mm) 16"" circular needle or size needed to obtain gauge • US size 7 (4.5mm) dpn or size needed to obtain gauge Extras: Yarn needle, cable needle, stitch markers",3,5,Fall,Autumn,,,,
Herrschners Harvest Harmony Garland Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/herrschners-harvest-harmony-garland-free-download/,F01619,,Home Décor,Crochet,Easy,F01619  Fall Autumn Home Décor Crochet Easy,"Bring a pumpkin patch vibe to your home with this fun fall garland! The easy crochet garland design features mini pumpkin and sunflower motifs along a green vine to decorate any room with an autumnal flair. The garland can be easily adjusted to any length by stitching more or fewer pumpkins and sunflowers to customize the design to fit your space. Skill Level: Easy Size: 105"" (267cm) long Materials: Herrschners My Ami yarn • 1024 Walnut—1 ball • 1011 Beeswax—1 ball • 1007 Salmon—1 ball • 1015 Forest—1 ball Hook: US size H-8 (5mm) crochet hook or size needed to obtain gauge Extras: Yarn needle",2,5,Fall,Autumn,,,,
Village Yarn Petite Pumpkin Containers Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/village-yarn-petite-pumpkin-containers-free-download/,F01618,,Home Décor,Crochet,Easy,F01618  Fall Autumn Home Décor Crochet Easy,"Fall vibes meet functional storage in these cute pumpkin baskets.  Perfect for fall decorating, this petite pair of pumpkin-shaped baskets is the perfect blend of pretty and practical as the lids lift up to store small office supplies, crafting notions, or even Halloween treats! The easy crochet pattern stitches up quickly in Village Yarn Craft Cotton yarn, so in no time at all you can have a miniature pumpkin patch to decorate your autumn home. Skill Level: Easy Size: 6½"" (16.5cm) dia. Materials: Village Yarn Craft Cotton • 5004 Paprika—1 ball • 5002 Cream—1 ball • 5006 Brown—1 ball Hook: US size G-6 (4mm) crochet hook or size needed to obtain gauge Extras: Yarn needle",5,5,Fall,Autumn,,,,
Herrschners Pumpkin Patch Hats Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/herrschners-pumpkin-patch-hats-free-download/,F01617,,Hats,Knit,Intermediate,F01617  Hats Knit Intermediate,"Top off your fall wardrobe with a playful hat perfect for trips to the pumpkin patch! This pair of easy crochet hats designed to look like pumpkins is stitched in Herrschners Cottage Cotton yarn, a lightweight yarn perfect for cool fall days. A pattern of post stitches adds a lifelike texture to the finished design, while the curlicue vine at the top adds a playful detail. The hats are perfect for fun fall photos! Skill Level: Easy Size: 21"" (53cm) circumference Materials: Herrschners Cottage Cotton • 0009 Hilltop—1 ball • 0007 Chiffon—1 ball • 0012 Oyster Bay—1 ball • 0020 Fired Clay—1 ball Hook: US size G-6 (4mm) crochet hook or size needed to obtain gauge Extras: Yarn needle",5,5,,,,,,
Herrschners '70s Chic Vest Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/herrschners-70s-chic-vest-free-download/,F01615,,Garments,Crochet,Intermediate,F01615  Garments Crochet Intermediate,"Give your wardrobe a blast from the past with this groovy granny square vest! The intermediate crochet pattern is made from a garden of floral granny squares stitched in vintage shades of Herrschners Afghan Yarn Retro Edition yarn for a fun and fabulous layering piece. Skill Level: Intermediate Size: Small (Medium, Large) • Finished Bust: 33 (36, 44)"" [84 (91, 112)cm] Materials: Herrschners Afghan Yarn • 0010 Cider—1 ball all sizes Herrschners Afghan Yarn Retro Edition • 1004 Sunflower—1 ball all sizes • 1005 Avocado—2 balls all sizes • 1006 Clearwater—2 balls all sizes Hook: US size E-4 (3.5mm) crochet hook or size needed to obtain gauge Extras: Yarn needle",0,0,,,,,,
Nob Hill Silver Sea Shawl Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/nob-hill-silver-sea-shawl-free-download/,F01614,,Shawl,Crochet,Easy,F01614  Shawl Crochet Easy,"This maritime-inspired shawl will keep you cozy in the cool sea air. The easy crochet shawl pattern is stitched in Nob Hill Lofty Tweed yarn, giving a rustic, homespun look to this classic shawl design for a timeless addition to your wardrobe. Stitch it in the silver and blue shades shown, or mix up the colors for a look entirely your own! Skill Level: Easy Size: 62 x 34"" (157 x 86cm) Materials: Nob Hill Lofty Tweed • 0004 Fog—5 balls • 0005 Maritime—3 balls Hook: US size I-9 (5.5mm) crochet hook or size needed to obtain gauge Extras: Yarn needle",1,4,,,,,,
Herrschners Pine Grove Tote Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/herrschners-pine-grove-tote-free-download/,F01613,,Tote,Crochet,Easy,F01613  Tote Crochet Easy,"Take your stitching on the road with this trendy granny square tote! Perfectly sized for trips around town or weekend getaways, this intermediate crochet tote is cleverly constructed from a group of granny squares stitched in woodland shades of Herrschners Worsted 8 Heathers yarn. It makes a great take-along project, and once it’s finished you’ll be taking the tote along with you for years to come! Skill Level: Intermediate Size: 17 x 17"" (43 x 438cm) Materials: Herrschners Worsted 8 Heathers • 4010 Tree Line—1 ball • 4009 Fossil—1 ball • 4004 Driftwood—1 ball Hook: US size I-9 (5.5mm) crochet hook or size needed to obtain gauge Extras: Yarn needle, locking stitch markers",5,5,,,,,,
Herrschners Golden Petals Towels Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/herrschners-golden-petals-towels-free-download/,F01612,,Towels,Knit,Intermediate,F01612  Autumn Towels Knit Intermediate,"Autumn leaves are falling, but your kitchen towel doesn’t have to! This hanging towel design features a clever sunflower motif that keeps your towel from slipping off the oven handle. Simply place the towel over the towel bar, then pull the ends through the sunflower motif to lock your towel in place—pretty and practical! The intermediate knit design is stitched in autumn shades of Herrschners Cottage Cotton yarn in a series of textured patterns embellished with a band of duplicate stitch sunflower stitched across the edge for a hand-stitched finished touch. Skill Level: Intermediate Size: 15 x 25"" (38 x 64cm) Materials: Herrschners Cottage Cotton • 0014 Chiffon—1 ball • 0063 Stone Path—1 ball • 0025 Sun Showers—1 ball Needles: US size 7 (4.5mm) straight needles or size needed to obtain gauge Extras: Yarn needle, stitch markers",1,5,,Autumn,,,,
Herrschners Textured Tablet Cover Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/herrschners-textured-tablet-cover-free-download/,F01657,,Fashion Accessories & Novelties,Crochet,Easy,F01657  Fashion Accessories & Novelties Crochet Easy,"Show off your crochet skills and keep your tablet safe from scratches with a hand-stitched tablet cover. This easy crochet tablet cover pattern features an eye-catching geometric pattern of angled stripes created with a medley of textured stitches. A button closure keeps your tablet tucked inside and safe from scratches in your backpack, purse, or bag. Stitch the tablet cover in the trendy blend of colors shown, or pick other shades of Herrschners Supreme Worsted yarn to personalize the project to your favorite colors. Skill Level: Easy Size: 7½ x 10"" (19.1 x 25cm) Materials: Herrschners Supreme Worsted yarn • 0044 Taupe—1 ball • 0023 Porcelain—1 ball • 0038 Nectarine—1 ball • 0056 Fawn—1 ball Hook: US size H-8 (5mm) crochet hook or size needed to obtain gauge Extras: Yarn needle, stitch markers",1,4,,,,,,
Village Yarn Holiday Cheer Dishcloths Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/village-yarn-holiday-cheer-dishcloths-free-download/,F01611,,Dishcloth,Knit,Easy,F01611  Christmas Dishcloth Knit Easy,"‘Tis the season to be jolly—even when there’s dishes to do! This set of four festive dishcloths keeps the holiday spirit alive long after the party ends and cleanup begins. These easy knit dishcloths stitched in Village Yarn Craft Cotton yarn feature fun Santa, ornament, tree, and snowflake motifs created by alternating simple knit and purl stitches to create a textured motif on each dishcloth. The set makes a great gift for the holiday hostess! Skill Level: Easy Size: 10 x 10"" (25 x 25cm) Materials: Village Yarn Craft Cotton • 5084 Pear—1 ball • 5017 Burgundy—1 ball • 5007 Blueberry—1 ball • 5079 Silverware—1 ball Needle: US size 8 (5mm) straight needles or size needed to obtain gauge Extras: Yarn needle",6,5,Christmas,,,,,
Herrschners Tannen Topper Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/herrschners-tannen-topper-free-download/,F01610,,Hat,Crochet,Easy,F01610  Christmas Hat Crochet Easy,"Keep your winter wardrobe feeling festive with this playful Christmas tree hat! Stitched in cheerful shades of Herrschners My Ami yarn, this easy crochet hat resembled a Christmas tree trimmed with rows of colorful bobbles and garland and topped with a pom-pom star. It’s perfect for trips to a tree farm, Christmas shopping, or holiday photos with Santa! Skill Level: Easy Size: 21"" (53cm) dia. Materials: Herrschners My Ami yarn • 1024 Walnut—1 ball • 1014 Clover—1 ball • 1018 Sapphire—1 ball • 1010 Lemon—1 ball • 1005 Red—1 ball • 1022 Grape—1 ball Hook: US size H-8 (5mm) crochet hook or size needed to obtain gauge Extras: Yarn needle, 3½"" (8.9cm) pom-pom maker",0,0,Christmas,,,,,
Herrschners Snow Buddy Mittens Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/herrschners-snow-buddy-mittens-free-download/,F01609,,Mittens,Crochet,Easy,F01609  Mittens Crochet Easy,"Get ready for snow day fun with a playful pair of mittens! These fun and functional flip-top mittens are designed to look like little snowmen, with a hat that flips back to free your fingers for using a touchscreen or any other task. This easy crochet mitten pattern includes directions for three sizes, making it easy to customize the pattern for any family member. Dress the snowman in the bright blue shade of Herrschners Cheerful DK yarn shown, or mix it up to make multiple matching yet unique pairs! Skill Level: Easy Size: Small (Medium, Large) Circumference: 5½ (6, 7)"" [14 (15.2, 17.8)cm] Length: 5¾ (7, 8½)"" [14.6 (17.87, 21.6)cm] Materials: Herrschners Cheerful DK • 0050 Simply Blue—1 ball • 0024 White Daisy—1 ball • 0020 Spider—1 ball • 0031 Tiger—1 ball Hooks: • US size 7 (4.5mm) crochet hook or size needed to obtain gauge • US size E-4 (3.5mm) crochet hook Extras: Yarn needle, 1"" template or pom-pom maker, two 10mm buttons of choice, embroidery needle",4,5,,,,,,
Herrschners Elegant Evergreen Stocking Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/herrschners-elegant-evergreen-stocking-free-download/,F01608,,Stocking,Crochet,Intermediate,F01608  Christmas Stocking Crochet Intermediate,"Classic Christmas gets a hint of holiday glitz in this striped stocking! This intermediate crochet stocking is stitched in Herrschners Worsted 8 Holiday Sparkle yarn to create rows of scalloped stripes without needing to change colors—or weave in all those ends! The sparkling stocking will be a beautiful addition to your mantel for years to come! Skill Level: Intermediate Size: 21"" (53cm) long Materials: Herrschners Worsted 8 Holiday Sparkle yarn • Holiday Elegance—1 ball Hook: US size H-8 (5mm) crochet hook or size needed to obtain gauge Extras: Yarn needle",3,5,Christmas,,,,,
Willow Yarns Beachcomber Knit Headbands Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/willow-yarns-beachcomber-knit-headbands-free-download/,F01607,,Fashion Accessories & Novelties,Knit,Intermediate,F01607  Fashion Accessories & Novelties Knit Intermediate,"Stay trendy and carefree with a handstitched headband to hold back your hair on breezy summer days. This three-in-one pattern includes a trio of lacy headband designs for a pretty and practical fashion accessory. Each intermediate knit headband pattern stitches up quickly in Willow Yarns Meadow yarn, making them a great last-minute gift, though you might want to keep all three for yourself! Stitch the trio in the soft pastel shades shown, or switch it up with a brighter color for a look all your own! Skill Level: Intermediate Size: 21"" (53cm) dia. Materials: Willow Yarns™ Meadow • 0002 Cream—1 ball • 0011 Cornflower—1 ball • 0018 Slush—1 ball Needles: US size 7 (4.5mm) straight needles or size needed to obtain gauge Extras: Yarn needle",1,5,,,,,,
Herrschners Sunny Scrubbers Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/herrschners-sunny-scrubbers-free-download/,F01606,,Kitchen,Crochet,Easy,F01606  Kitchen Crochet Easy,"Clean up with sunshine and a smile! These adorable amigurumi-inspired sun scrubbies will brighten your day, whether you use them to kick-start your morning routine or scrub up dishes at the end of the day. The easy crochet pattern is stitched in bright yellow and orange shades of Herrschners Suds & Scrub yarn, a strong yet gentle scrubby yarn perfect for kitchen cleanup or home spa accessories. Stitch on a happy face in worsted weight yarn, and you can’t help but smile at this sunny pair. Skill Level: Easy Size: 6"" (15.2cm) Materials: Herrschners Suds & Scrub yarn • 0005 Starfruit—1 ball • 0003 Tangerine—1 ball Herrschners Plastic Canvas Yarn—10 yds • 0015 Black—1 skein Hook: US size H-8(5mm) crochet hook or size needed to obtain gauge Extras: Yarn needle, scrap yarn (optional)",3,5,,,,,,
Herrschners Stars & Stripes Pillow Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/herrschners-stars-stripes-pillow-free-download/,F01605,,Pillow,Crochet,Easy,F01605  4th of July Pillow Crochet Easy,"Create a star-spangled sitting area with a patriotic pillow! Designed with a classic Americana feel, this easy crochet pillow with a star appliqué stitches up quickly in red, white, and blue shades of Herrschners Supreme Worsted yarn. It’s perfect for the 4th of July or any day you want to celebrate the U.S.A.! Skill Level: Easy Size: 16 x 16"" (41 x 41cm) Materials: Herrschners Supreme Worsted • 0001 Really Red—2 balls • 0015 Cobalt—3 balls • 0023 Porcelain—1 ball Hook: US size I-9 (5.5mm) crochet hook or size needed to obtain gauge Extras: Yarn needle, locking stitch markers, pillow form",2,5,4th of July,,,,,
Herrschners Stellar Dreams Pillows Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/herrschners-stellar-dreams-pillows-free-download/,F01604,,,,,F01604 ,"Drift off to dreamland with this adorable duo of easy crochet pillows! This pair of shaped pillows includes a sleepy star and crescent moon ready for bedtime snuggles as you drift off to dreamland. The pair is stitched in Herrschners Cheerful Fleece yarn with sleepy face details worked in Herrschners worsted yarn for a quick-to-stitch project perfect for a child’s room or nursery. Skill Level: Easy Size: Moon: 17 x 14"" (43 x 36cm) Star: 17"" (43cm) point to point Materials: Herrschners Cheerful Fleece • 1008 Calypso—1 ball • 1004 Canary —1 ball Herrschners Plastic Canvas Yarn—10 yds • 0015 Black—1 skein Hooks: • US size M-13 (9mm) crochet hook or size needed to obtain gauge • US size H-8 (5mm) crochet hook Extras: Yarn needle, fiberfill",4,4,,,,,,
Herrschners Botanical Buddies Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/herrschners-botanical-buddies-free-download/,F01603,,Fashion Accessories & Novelties,Crochet,Easy,F01603  Fashion Accessories & Novelties Crochet Easy,"No green thumb? No problem! You can still enjoy the houseplant aesthetic with these adorable crocheted versions! This easy crochet houseplant pattern includes instructions to make two hanging houseplants: a large string of pearls ivy plant and a small succulent plant. They are perfect for dark corners that don’t get much sun, or for those with not-so-green thumbs who want an easy care houseplant to decorate your space. The pair is stitched in Herrschners Worsted 3 yarn with hand-stitched baskets that can be easily hung in any room—no sun or watering required! Skill Level: Easy Size: Large: 20"" (51cm) Small: 9"" (22.9cm) Materials: Herrschners Worsted 3 • 1024 Sandstone—1 ball • 1054 Lime—1 ball • 1055 Dark Moss1 ball Hook: US size H-8 (5mm) crochet hook or size needed to obtain gauge Extras: Yarn needle, fiberfill, locking stitch markers, 3"" (7.6cm) round cardboard",1,5,,,,,,
