title,image,product_link,sku:,upc:,project_type:,skill:,difficulty:,info,description,review_count,star_rating,occasion:,season:,theme:,fiber_content:,yarn_weight:,thread_size:
Premier Chunky Gnome Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/premier-chunky-gnome-free-download/,F01568,,Toy,Crochet,,F01568  Toy Crochet,"This perfectly pudgy gnome is ready for a hug! This beginner crochet gnome pattern stitched in Premier Yarns Parfait Chunky yarn is a super soft and snuggly pal for all ages, with a faux fur beard created with Premier Yarns Little Bunny yarn. The large amigurumi gnome in a brightly colored striped hat makes an adorable companion to hang out on a bed, couch, or any other spot in your décor. This free pattern can be easily changed to any color scheme by switching the colors of his clothing and hat to make this gnome as holiday décor, to match your favorite colors, or to show some school spirit! Skill Level: Beginner Size: 15"" (38cm) H Materials: Premier Yarns Parfait Chunky • 0040 Cornflower—2 balls • 0011 Mango—1 ball • 0012 Sunshine—1 ball • 0013 Bright Pink—1 ball • 0025 Azure—1 ball • 0032 Shell—1 ball Premier Yarns Little Bunny •0001 White—1 ball Hook: US size J-10 (6mm) crochet hook or size needed to obtain gauge Extras: Yarn needle, removable stitch markers, stuffing",6,5,,,,,,
Flopsy Bunny Toy Pattern Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/flopsy-bunny-toy-pattern-free-download/,F01505,,,,,F01505 ,"This adorable bunny is ready to snuggle! Crocheted in the wonderfully soft Herrschners Simply Velvet yarn, this sweet stuffed toy is an Easter pal you’ll want to keep around all year long! The easy crochet pattern is stitched in vintage-chic hues of gray and pink, but you can easily update the rabbit’s fur and bow tie colors to make a one-of-a-kind friend. Skill Level: Easy Size: 13"" (33cm) tall Materials: Herrschners Simply Velvet yarn • Graphite—1 ball • Pearly Pink—1 ball Hook: US size F-5 (3.75mm) crochet hook or size needed to obtain gauge Extras: Yarn needle, polyester fiberfill, two 12mm safety eyes, 1"" (2.5cm) pom-pom maker or template",8,5,,,,,,
Honeycomb Tote Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/honeycomb-tote-free-download/,F01504,,Bags & Totes,Crochet,Easy,F01504  4 - Medium Bags & Totes Crochet Easy,"Keep your essentials close as you buzz around town with a honeycomb-inspired tote! This easy crochet pattern cleverly joins together hexagon motifs stitched in Village Yarn Craft Cotton to create this trendy tote perfect for spring or summer. The roomy design offers plenty of carrying space, so you’ll always “bee” ready for weekend getaways, days at the beach, or trips to the farmers’ market. Skill Level: Easy Size: 14 x 22"" (36 x 56cm) Materials: Village Yarn Craft Cotton • 5049 Honey—4 balls • 5051 Linen—2 balls • 5002 Cream—1 ball Hook: US size H-8 (5mm) crochet hook or size needed to obtain gauge Extras: Yarn needle",3,4,,,,,4 - Medium,
Darling Dishcloths Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/darling-dishcloths-free-download/,F01503,,,,,F01503 ,"Give your kitchen a dash of elegance with these lacy dishcloths! This pretty intermediate knit pattern uses a repeating pattern of popular stitches to create a lovely lacework effect with a garter stitch border. The trio is knit in Willow Yarns Farmhouse Cotton yarn, a light weight cotton yarn available in a palette solids and multis that make it easy to customize this pattern to match any kitchen. The set makes a great housewarming or hostess gift! Skill Level: Intermediate Size: 8 x 8½"" (20.3 x 21.6cm) Materials: Willow Yarns™ Farmhouse Cotton • 0014 Verdigris—1 ball • 0063 Misty—1 ball • 0025 Magnolia—1 ball Needles: US size 6 (4mm) straight needles or size needed to obtain gauge Extras: Yarn needle",8,5,,,,,,
Herrschners Spring Stole Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/herrschners-spring-stole-free-download/,F01502,,Wrap,Crochet,Intermediate,F01502  2 - Fine Wrap Crochet Intermediate,"This light and lacy stole offers the touch of warmth you need on cool spring days. This intermediate crochet stole uses a pattern of slanted cluster stitches to create gorgeous texture in this rectangular shawl with a picot edge stitched in Herrschners Afghan Yarn. Stitch the stole in the pretty purple color shown, or choose any gorgeous shade of this fine weight yarn to customize this pattern to match your wardrobe. Skill Level: Intermediate Size: 54 x 20"" (137 x 51cm) Materials: Herrschners Afghan Yarn • 0038 Wisteria—6 balls Hook: US size F-5 (3.75mm) crochet hook or size needed to obtain gauge Extras: Yarn needle",2,5,,,,,2 - Fine,
Herrschners Rainbow Scrubby Washcloths Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/herrschners-rainbow-scrubby-washcloths-free-download/,F01500,,Washcloth,Crochet,Easy,F01500  4 - Medium Washcloth Crochet Easy,"Bring a burst of color to your daily routine with these rainbow-themed scrubby washcloths! The set of three coordinating washcloth designs use a variety of easy crochet stitches to create three distinct rainbow-colored designs in Herrschners Suds & Scrub Yarn to brighten your day as you scrub away messes. Skill Level: Easy Size: Granny Square: 9 x 9""(22.9 x 22.9cm) Striped: 9½ x 10"" (24.1 x 25cm) Striped She: 10 x 10"" (25 x 25cm). Materials: Herrschners® Suds and Scrub Yarn • 0001 White—1 ball • 0007 Apple—1 ball • 0005 Starfruit—1 ball • 0002 Emerald—1 ball • 0009 Aqua—1 ball • 0017 Sapphire—1 ball Hook: US size H-8 (5mm) crochet hook or size needed to obtain gauge Extras: Yarn needle",4,5,,,,,4 - Medium,
Herrschners Lovely Little Blanket,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/herrschners-lovely-little-blanket/,F01499,,Blanket,Crochet,Intermediate,F01499  4 - Medium Baby Blanket Crochet Intermediate,"A medley of color and pattern and a wide lacy border make this eye-catching design a modern take on traditional baby blankets. The intermediate crochet pattern is stitched in Herrschners Worsted 8 Baby and self-striping Herrschners Worsted 8 Baby Stripes, meaning that impressive colorwork is created without changing yarn colors—or having to weave in as many ends when you’re through! Skill Level: Intermediate Size: 32 x 42"" (86 x 107cm) Materials: Herrschners® Worsted 8™ Baby Stripes • 9007 Fairytale—2 balls Herrschners® Worsted 8™ Baby • 1002 Pansies—1 ball Hook: US size H-8 (5mm) crochet hook or size needed to obtain gauge Extras: Yarn needle",5,5,,,Baby,,4 - Medium,
Bloomfield Beret Knit Pattern Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/bloomfield-beret-knit-pattern-free-download/,M22309,,,,,M22309 ,"This chic knit beret will keep you warm and stylish on cool-weather days. The easy knit pattern is worked in one piece in the round with simple stitches in Lion Brand 24/7 Cotton DK yarn, a lighweight yarn perfect for spring or fall fashions. Skill Level: Easy Size: Circumference (at ribbing): 20"" (51cm), will stretch to fit a range of sizes Diameter: 9½"" (24cm) Materials: Lion Brand 24/7 Cotton DK • 0143 Desert Lily—1 ball Needles: • US size 5 (3.75mm) 16"" circular needle or size needed to obtain gauge • US size 5 (3.75mm) double pointed needles or size needed to obtain gauge Extras: Yarn needle, stitch markers",0,0,,,,,,
Kistler Knit Scarf Pattern Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/kistler-knit-scarf-pattern-free-download/,M22134,,,,,M22134 ,"This introduction to knitting scarves puts you in control in choosing the width and length of your finished scarf! This beginner knit scarf is stitched in Lion Brand Scarfie Lite yarn, a self-striping yarn that brings dimension to the eyelet stitches of this lacy scarf. The simple pattern walks you through the “recipe” to create the scarf with no exact numbers to your stitches. Skill Level: Beginner Size: As desired Materials: Lion Brand Scarfie Lite • 0606 Earl Grey—1 ball Needle: US size 8 (5mm) needles or size needed to obtain gauge Extras: Yarn needle",0,0,,,,,,
Siena Napkin Rings Crochet Pattern Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/siena-napkin-rings-crochet-pattern-free-download/,M22126,,,,,M22126 ,"Bring a handmade touch to your table with crocheted napkin rings. This easy crochet pattern is stitched in Lion Brand For the Home Cording yarn using simple stitches worked in the round, making this quick-to-stitch pattern great for beginners or more advanced crocheters looking for a great take-along project. Skill Level: Easy Size: Diameter: 1½"" (3.8cm) Width: 2"" (5cm) Materials: Lion Brand For the Home Cording • 0108 Seafoam—1 ball Hook: US size H-8 (5mm) crochet hook or size needed to obtain gauge Extras: Yarn needle, stitch markers",0,0,,,,,,
Sunburst Coasters Crochet Pattern Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/sunburst-coasters-crochet-pattern-free-download/,M22080,,,,,M22080 ,"Serve up drinks with a boho flair! These intermediate crochet coasters stitch up quickly in five shades of Lion Brand Color Theory yarn. The boho-chic sunburst shape and color palette keep these coasters on-trend, but you can easily customize the design to match your décor with simple color changes. Skill Level: Intermediate Size: 4"" (10.2cm) dia. Materials: Lion Brand Color Theory • 0184 Canyon—1 ball • 0134 Himalayan Salt—1 ball • 0170 Dijon—1 ball • 0178 Tourmaline—1 ball • 0109 Stonewash—1 ball Hook: US size H-8 (5mm) crochet hook or size needed to obtain gauge Extras: Yarn needle, removable stitch marker",1,5,,,,,,
Lion Brand Flower Power C2C Blanket Crochet Pattern Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/lion-brand-flower-power-c2c-blanket-crochet-pattern-free-download/,M21293,,,,,M21293 ,"Snuggle up under some flower power with the mod-style blossoms on this snuggly blanket. This corner-to-corner blanket is crocheted in Lion Brand Let’s Get Cozy: Chenille Appeal yarn with a pattern of bright flowers for a retro-chic accent in your décor. The intermediate crochet pattern can easily be adapted to any color scheme to make this fun design entirely your own. Skill Level: Intermediate Size: 40 x 49"" (102 x 124cm) Materials: Lion Brand Let’s Get Cozy: Chenille Appeal • 0158 Harvest Gold—5 balls • 0102 Rose Dawn—2 balls • 0101 Peach Whip—1 ball • 0099 Coconut Milk—1 ball Hook: US size G-6 (4mm) crochet hook or size needed to obtain gauge Extras: Yarn needle",0,0,,,,,,
Cropped Tee Knit Pattern Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/cropped-tee-knit-pattern-free-download/,M21258,,,,,M21258 ,"Trendy meets sophisticated in this cropped sleeveless tree with a sophisticated collar that elevates your summer look from casual to chic. This easy knit top is shown in a sunny yellow shade of Lion Brand Feels Like Butta yarn, but the pattern can easily be changed to the color of your choice to match your wardrobe. It is worked in one piece from the lower edge up with minimal seaming. Skill Level: Easy Size: Small (Medium, Large, 1X, 2X) Finished Bust: 38 (42, 46, 50, 54)"" [97 (107, 117, 127, 137)cm] Finished Length: 17 (17½, 18, 18½, 19)"" [43 (45, 46, 47, 49)cm], not including collar Materials: Lion Brand® Feels Like Butta • 0157 Yellow—3 (4, 4, 5, 5) balls Needle: US size 7 (4.55mm) 36"" circular needle or size needed to obtain gauge Extras: Yarn needle, stitch markers, stitch holders",1,5,,,,,,
Crochet Loofah Pattern Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/crochet-loofah-pattern-free-download/,M21226,,,,,M21226 ,"Pamper yourself with a crochet loofah! This quick and easy crochet pattern is stitched in Lion Brand Stitch Soak Scrub yarn and worked in one long continuous round and is simple enough for beginners. It makes a great gift for anyone in need of a home spa day and can be easily changed to any color to match their bathroom décor. Skill Level: Easy Size: 5"" (12.7cm) dia. Materials: Lion Brand Stitch Soak Scrub • 0105 Eventide—1 ball Hook: US size J-10 (6mm) crochet hook or size needed to obtain gauge Extras: Yarn needle",7,4,,,,,,
Ashlee Cabled Sweater Knit Pattern Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/ashlee-cabled-sweater-knit-pattern-free-download/,M21134,,,,,M21134 ,"Knit a textural masterpiece with this chic sweater with bold cable patterns. The intermediate knit design is stitched in a tweedy shade of Lion Brand Heartland yarn, which brings fun multicolor flecks of color to the sophisticated design. The sweater is worked flat in four pieces, then seamed together before working the neckline in the round. Skill Level: Intermediate Size: Small/Medium (Large/1X, 2X/3X) Finished Chest: About 45 (54, 63)"" [114, (137, 160)cm] Finished Length: About 24 (25, 26)"" [61 (63.5, 66)cm] Materials: Lion Brand Heartland • 0350 Mount Rainier Tweed—6 (8, 10) balls Needles: •US size 9 (5.5mm) 29"" circular needle or size needed to obtain gauge •US size 9 (5.5mm) 16"" circular needle or size needed to obtain gauge Extras: Yarn needle, stitch markers, stitch holders",1,5,,,,,,
Trio Toboggan Hats Knit Pattern Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/trio-toboggan-hats-knit-pattern-free-download/,M20291,,,,,M20291 ,"Create coordinating hats for the whole family with this knit stocking cap with Fair isle-style colorwork stitched in Lion Brand Yarn Hue + Me yarn. This easy knit hat pattern includes instructions to make a child’s hat as well as an adult small or adult large hat. By switching up the order of the yarn used, you can give each hat a distinct look while keeping the family coordinated. Skill Level: Easy Size: Child (Adult Small, Adult Large) Circumference: 16 (18, 20)"" [41 (46, 51)cm] Height: 8½ (9½, 10¼)"" [21.5 (24, 26)cm] Materials: Lion Brand Yarn Hue + Me • 0134 Spicy—1 ball • 0172 Sea Glass—1 ball • 0102 Bellini—1 ball Needles: • US size 10½ (6.5mm) 16"" circular needle or size needed to obtain gauge • US size 10½ (6.5mm) double pointed needles or size needed to obtain gauge Extras: Yarn needle, stitch marker, pom-pom maker",2,5,,,,,,
Rockwell Blanket Knit Pattern Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/rockwell-blanket-knit-pattern-free-download/,M20289,,,,,M20289 ,"Designed for beginners, this knit blanket pattern uses a modular half log cabin technique to teach the skill of picking up stitches. The design uses 7 shades of Lion Brand Yarn Hue + Me yarn in a range of colors inspired by mid-century modern style for a traditional yet trendy blanket that knitters of all skill levels will enjoy. Skill Level: Beginner Size: 42 x 58"" (107 x 148cm) Materials: Lion Brand Yarn Hue + Me • 0099 Desert—7 balls • 0134 Spicy—1 ball • 0132 Arrowwood—1 ball • 0102 Bellini—1 ball • 0152 Werewolf—1 ball • 0108 Magic Hour—1 ball • 0178 Juniper—1 ball Needle: US size 13 (9mm) 40"" circular needle or size needed to obtain gauge Extras: Yarn needle",0,0,,,,,,
Herrschners Honeycomb Hoodie for Dog Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/herrschners-honeycomb-hoodie-for-dog-free-download/,F01498,,,Knit,Intermediate,F01498  4 - Medium Nature & Animals Knit Intermediate,"Keep your pup cozy on cold winter days in a chic cable knit sweater with a hood! This intermediate knit dog sweater is stitched in Herrschners Worsted 8 Heathers yarn, bringing a classic heathered look to the cable sweater for timeless fashion for your furry family member, while the honeycomb pattern of the cables and the added hood keep the design trendy. Skill Level: Intermediate Size: Small (Medium, Large) Chest: 15 (18, 26)"" [38 (46, 66)cm] Neck: 10½ (13, 18)"" [27 (33, 46)cm] Length: 12 (16, 21)"" [30 (41, 53)cm] Materials: Herrschners® Worsted 8™ Heathers • 4005 Woodland—1 (2, 3) balls Needles: • US size 7 (4.5mm) 24"" circular needle or size needed to obtain gauge • US size 7 (4.5mm) double pointed needles or size needed to obtain gauge Extras: Yarn needle, stitch markers, cable needle",1,5,,,Nature & Animals,,4 - Medium,
Lion Brand Beresford Baby Bonnet Knit Pattern Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/lion-brand-beresford-baby-bonnet-knit-pattern-free-download/,L90219,,Baby,Knit,Easy,L90219  Baby Baby Knit Easy,"Keep little heads cozy on cold winter days with this easy knit baby bonnet! This cozy little hood is worked in rows then seamed together to create the bonnet shape, making this pattern accessible for even beginning knitters to create cute baby clothes perfect for a baby shower gift. The textured design is shown in a neutral shade of Lion Brand Pound of Love yarn, but the pattern can easily be switched to any color scheme for your little one. Skill Level: Easy Size: 6-9 (9-12) months Materials: Lion Brand Pound of Love • 0151 Elephant Grey—1 (1) ball Needle: US size 9 (5.5mm) 29"" circular needle or size needed to obtain gauge Extras: Yarn needle, stitch markers",1,3,,,Baby,,,
Lion Brand I Wanna Knit A Baby Blanket Knitting Pattern Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/lion-brand-i-wanna-knit-a-baby-blanket-knitting-pattern-free-download/,L90076,,Blanket,Knit,Easy,L90076  Baby Blanket Knit Easy,"Work diagonally to create angled stripes in this modern baby blanket. This easy knit pattern is stitched in three shades of Lion Brand Feels Like Butta yarn in a pattern of irregular stripes that makes the finished piece a work of art as well as a snuggly blanket. The pattern is easily adaptable to any color scheme to match baby’s nursery. Skill Level: Easy Size: 30 x 30"" (76 x 76cm) Materials: Lion Brand Feels Like Butta • 0100 White—2 balls • 0101 Pink—2 balls • 0150 Charcoal—1 ball Needle: US size 5 (3.75mm) 36"" circular needle or size needed to obtain gauge Extras: Yarn needle",0,0,,,Baby,,,
Lion Brand Painterly Squares Afghan Crochet Pattern Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/lion-brand-painterly-squares-afghan-crochet-pattern-free-download/,L80078,,Afghan,Crochet,Easy,L80078  Afghan Crochet Easy,"Play with color as you create a mosaic of crocheted squares in Lion Brand Mandala yarn. This easy crochet blanket uses one simple square pattern in four different shades of the self-striping cake yarn to create a kaleidoscope of color you’ll love to cuddle under. Skill Level: Easy Size: 33 x 44"" (84 x 112cm) Materials: Lion Brand Mandala • 0222 Griffin—1 cake • 0223 Mermaid—1 cake • 0219 Brownie—1 cake • 0221 Happy—1 cake Hook: US size H-8 (5mm) crochet hook or size needed to obtain gauge Extras: Yarn needle",2,3,,,,,,
Herrschners Pretty Little Beanie Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/herrschners-pretty-little-beanie-free-download/,F01497,,Hats,Crochet,Easy,F01497  4 - Medium Hats Crochet Easy,"Keep cozy on cold-weather days with this quick and easy crochet beanie. Stitched in spearmint shades of Herrschners Worsted 3 yarn, this striped winter beanie is topped with a faux fur pom-pom for a chic addition to your winter wardrobe. The pattern uses simple crochet stitches, making this crochet hat pattern great for beginners. Skill Level: Easy Size: Circumference: 20"" (51cm) Height: 8½"" (21.6cm) Materials: Herrschners® Worsted 3 • 1036 Jade—1 ball • 1034 Aquamarine—1 ball • 1001 White—1 ball Hook: US size H-8 (5mm) crochet hook or size needed to obtain gauge Extras: Yarn needle, faux fur pom-pom, stitch marker",2,5,,,,,4 - Medium,
Herrschners Maisie Shawl Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/herrschners-maisie-shawl-free-download/,F01553,,Shawl,Crochet,Intermediate,F01553  Shawl Crochet Intermediate,"Find comfort in simplicity when you wrap up in this timeless cotton shawl crocheted with a series of bead stitches that create texture in the intermediate crochet design stitched in Herrschners Cottage Cotton yarn. Elongated fringe keeps the look on trend for a wrap that keeps you cozy at home or the office. Skill Level: Intermediate Size: 16 x 63½"" (41 x 161cm) Materials: Herrschners Cottage Cotton Yarn • 0016 Cherry Glow or color of choice—5 balls Hook: US size H-8 (5mm) crochet hook or size needed to obtain gauge Extras: Yarn needle",2,5,,,,,,
Sweetheart Clutch Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/sweetheart-clutch-free-download/,F01496,,Bags & Totes,Crochet,Intermediate,F01496  4 - Medium Bags & Totes Crochet Intermediate,"Show off your love of crochet wherever you go with this handy little clutch embellished with appliqué hearts. This intermediate crochet design is stitched in soft pastel shades of Herrschners Cottage Cotton yarn for an easy-care way to carry your essentials. Skill Level: Intermediate Size: 7 x 11"" (17.8 x 28cm) Materials: Herrschners Cottage Cotton Yarn • 0003 Tame Teal—1 ball • 0006 Posy—1 ball • 0007 Chiffon—1 ball • 0015 Blossom—1 ball Hook: US size G-6 (4mm) crochet hook or size needed to obtain gauge Extras: Yarn needle",6,4,,,,,4 - Medium,
